product,technology,year,region,co2_scope1,co2_scope1_captured,n2o_scope1,co2_scope2,n2o_scope2,ch4_scope2,co2_scope3_upstream,n2o_scope3_upstream,ch4_scope3_upstream,co2_scope3_downstream,n2o_scope3_downstream,ch4_scope3_downstream,ch4_scope1
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2036,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2036,Russia,0,0,0.004557899,0,0,0,0,0,0,0,0.004295393,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2036,Saudi Arabia,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,Africa,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,Australia,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,Brazil,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,China,0,0,0.004557899,0,0,0,0,0,0,0,0.004774495,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,Europe,0,0,0.004557899,0,0,0,0,0,0,0,0.004275568,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,India,0,0,0.004557899,0,0,0,0,0,0,0,0.005223859,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,Latin America,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,Middle East,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,Namibia,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,North America,0,0,0.004557899,0,0,0,0,0,0,0,0.004318508,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,Oceania,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,Russia,0,0,0.004557899,0,0,0,0,0,0,0,0.004295393,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2037,Saudi Arabia,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,Africa,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,Australia,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,Brazil,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,China,0,0,0.004557899,0,0,0,0,0,0,0,0.004774495,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,Europe,0,0,0.004557899,0,0,0,0,0,0,0,0.004275568,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,India,0,0,0.004557899,0,0,0,0,0,0,0,0.005223859,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,Latin America,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,Middle East,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,Namibia,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,North America,0,0,0.004557899,0,0,0,0,0,0,0,0.004318508,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,Oceania,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,Russia,0,0,0.004557899,0,0,0,0,0,0,0,0.004295393,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2038,Saudi Arabia,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,Africa,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,Australia,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,Brazil,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,China,0,0,0.004557899,0,0,0,0,0,0,0,0.004774495,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,Europe,0,0,0.004557899,0,0,0,0,0,0,0,0.004275568,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,India,0,0,0.004557899,0,0,0,0,0,0,0,0.005223859,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,Latin America,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,Middle East,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,Namibia,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,North America,0,0,0.004557899,0,0,0,0,0,0,0,0.004318508,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,Oceania,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,Russia,0,0,0.004557899,0,0,0,0,0,0,0,0.004295393,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2039,Saudi Arabia,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,Africa,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,Australia,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,Brazil,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,China,0,0,0.004557899,0,0,0,0,0,0,0,0.004774495,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,Europe,0,0,0.004557899,0,0,0,0,0,0,0,0.004275568,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,India,0,0,0.004557899,0,0,0,0,0,0,0,0.005223859,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,Latin America,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,Middle East,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,Namibia,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,North America,0,0,0.004557899,0,0,0,0,0,0,0,0.004318508,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,Oceania,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,Russia,0,0,0.004557899,0,0,0,0,0,0,0,0.004295393,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2040,Saudi Arabia,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,Africa,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,Australia,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,Brazil,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,China,0,0,0.004557899,0,0,0,0,0,0,0,0.004774495,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,Europe,0,0,0.004557899,0,0,0,0,0,0,0,0.004275568,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,India,0,0,0.004557899,0,0,0,0,0,0,0,0.005223859,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,Latin America,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,Middle East,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,Namibia,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,North America,0,0,0.004557899,0,0,0,0,0,0,0,0.004318508,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,Oceania,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,Russia,0,0,0.004557899,0,0,0,0,0,0,0,0.004295393,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2041,Saudi Arabia,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,Africa,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,Australia,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,Brazil,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,China,0,0,0.004557899,0,0,0,0,0,0,0,0.004774495,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,Europe,0,0,0.004557899,0,0,0,0,0,0,0,0.004275568,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,India,0,0,0.004557899,0,0,0,0,0,0,0,0.005223859,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,Latin America,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,Middle East,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,Namibia,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,North America,0,0,0.004557899,0,0,0,0,0,0,0,0.004318508,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,Oceania,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,Russia,0,0,0.004557899,0,0,0,0,0,0,0,0.004295393,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2042,Saudi Arabia,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,Africa,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,Australia,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,Brazil,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,China,0,0,0.004557899,0,0,0,0,0,0,0,0.004774495,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,Europe,0,0,0.004557899,0,0,0,0,0,0,0,0.004275568,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,India,0,0,0.004557899,0,0,0,0,0,0,0,0.005223859,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,Latin America,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,Middle East,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,Namibia,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,North America,0,0,0.004557899,0,0,0,0,0,0,0,0.004318508,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,Oceania,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,Russia,0,0,0.004557899,0,0,0,0,0,0,0,0.004295393,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2043,Saudi Arabia,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,Africa,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,Australia,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,Brazil,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,China,0,0,0.004557899,0,0,0,0,0,0,0,0.004774495,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,Europe,0,0,0.004557899,0,0,0,0,0,0,0,0.004275568,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,India,0,0,0.004557899,0,0,0,0,0,0,0,0.005223859,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,Latin America,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,Middle East,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,Namibia,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,North America,0,0,0.004557899,0,0,0,0,0,0,0,0.004318508,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,Oceania,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,Russia,0,0,0.004557899,0,0,0,0,0,0,0,0.004295393,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2044,Saudi Arabia,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,Africa,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,Australia,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,Brazil,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,China,0,0,0.004557899,0,0,0,0,0,0,0,0.004774495,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,Europe,0,0,0.004557899,0,0,0,0,0,0,0,0.004275568,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,India,0,0,0.004557899,0,0,0,0,0,0,0,0.005223859,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,Latin America,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,Middle East,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,Namibia,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,North America,0,0,0.004557899,0,0,0,0,0,0,0,0.004318508,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,Oceania,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,Russia,0,0,0.004557899,0,0,0,0,0,0,0,0.004295393,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2045,Saudi Arabia,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,Africa,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,Australia,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,Brazil,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,China,0,0,0.004557899,0,0,0,0,0,0,0,0.004774495,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,Europe,0,0,0.004557899,0,0,0,0,0,0,0,0.004275568,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,India,0,0,0.004557899,0,0,0,0,0,0,0,0.005223859,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,Latin America,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,Middle East,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,Namibia,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,North America,0,0,0.004557899,0,0,0,0,0,0,0,0.004318508,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,Oceania,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,Russia,0,0,0.004557899,0,0,0,0,0,0,0,0.004295393,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2046,Saudi Arabia,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,Africa,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,Australia,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,Brazil,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,China,0,0,0.004557899,0,0,0,0,0,0,0,0.004774495,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,Europe,0,0,0.004557899,0,0,0,0,0,0,0,0.004275568,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,India,0,0,0.004557899,0,0,0,0,0,0,0,0.005223859,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,Latin America,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,Middle East,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,Namibia,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,North America,0,0,0.004557899,0,0,0,0,0,0,0,0.004318508,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,Oceania,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,Russia,0,0,0.004557899,0,0,0,0,0,0,0,0.004295393,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2047,Saudi Arabia,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2048,Africa,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2048,Australia,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2048,Brazil,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2048,China,0,0,0.004557899,0,0,0,0,0,0,0,0.004774495,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2048,Europe,0,0,0.004557899,0,0,0,0,0,0,0,0.004275568,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2048,India,0,0,0.004557899,0,0,0,0,0,0,0,0.005223859,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2048,Latin America,0,0,0.004557899,0,0,0,0,0,0,0,0.004417496,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2048,Middle East,0,0,0.004557899,0,0,0,0,0,0,0,0.004467209,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2048,Namibia,0,0,0.004557899,0,0,0,0,0,0,0,0.004262352,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2048,North America,0,0,0.004557899,0,0,0,0,0,0,0,0.004318508,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2048,Oceania,0,0,0.004557899,0,0,0,0,0,0,0,0.004282188,0,0
Ammonium nitrate,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,2048,Rest of Asia,0,0,0.004557899,0,0,0,0,0,0,0,0.005584011,0,0
